Symbol,Name,Country,Sector,Industry
PEAK,Healthpeak Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PEAR,Pear Therapeutics Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
PEB,Pebblebrook Hotel Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
PEBK,Peoples Bancorp of North Carolina Inc. Common Stock,United States,Finance,Major Banks
PEBO,Peoples Bancorp Inc. Common Stock,United States,Finance,Major Banks
PECO,Phillips Edison & Company Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PEG,Public Service Enterprise Group Incorporated Common Stock,United States,Utilities,Power Generation
PEGA,Pegasystems Inc. Common Stock,United States,Technology,EDP Services
PEGY,Pineapple Energy Inc. Common Stock,United States,Technology,Semiconductors
PEI,Pennsylvania Real Estate Investment Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
PENN,PENN Entertainment Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
PEO,Adams Natural Resources Fund Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PEP,PepsiCo Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
PEPG,PepGen Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PERI,Perion Network Ltd. Ordinary Shares,Israel,Technology,EDP Services
PESI,Perma-Fix Environmental Services Inc. Common Stock,United States,Utilities,Environmental Services
PET,Wag! Group Co. Common Stock,United States,Technology,EDP Services
PETQ,PetIQ Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PETS,PetMed Express Inc. Common Stock,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
PETV,PetVivo Holdings Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
PETVW,PetVivo Holdings Inc. Warrant,United States,Health Care,Medical/Dental Instruments
PETWW,Wag! Group Co Warrant,United States,Technology,EDP Services
PETZ,TDH Holdings Inc. Common Shares,China,Consumer Staples,Packaged Foods
PEV,Phoenix Motor Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
PFBC,Preferred Bank Common Stock,United States,Finance,Major Banks
PFC,Premier Financial Corp. Common Stock,United States,Finance,Savings Institutions
PFD,Flaherty & Crumrine Preferred and Income Fund Incorporated,United States,Finance,Investment Managers
PFDR,Pathfinder Acquisition Corporation Class A Ordinary Shares,United States,Technology,Computer Software: Prepackaged Software
PFDRW,Pathfinder Acquisition Corporation Warrant,United States,Technology,Computer Software: Prepackaged Software
PFE,Pfizer Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PFG,Principal Financial Group Inc Common Stock,United States,Finance,Investment Managers
PFGC,Performance Food Group Company Common Stock,United States,Consumer Discretionary,Food Distributors
PFHC,ProFrac Holding Corp. Class A Common Stock,United States,Industrials,Metal Fabrications
PFHD,Professional Holding Corp. Class A Common stock,United States,Finance,Major Banks
PFIE,Profire Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
PFIN,P & F Industries Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
PFIS,Peoples Financial Services Corp. Common Stock,United States,Finance,Major Banks
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
PFLT,PennantPark Floating Rate Capital Ltd. Common Stock,United States,Finance,Finance/Investors Services
PFMT,Performant Financial Corporation Common Stock,United States,Health Care,Managed Health Care
PFN,PIMCO Income Strategy Fund II,United States,Finance,Finance/Investors Services
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,United States,Finance,Finance Companies
PFS,Provident Financial Services Inc Common Stock,United States,Finance,Savings Institutions
PFSI,PennyMac Financial Services Inc. Common Stock,United States,Finance,Finance: Consumer Services
PFSW,PFSweb Inc. Common Stock,United States,Consumer Discretionary,Business Services
PFX,PhenixFIN Corporation Common Stock,United States,Finance,Investment Managers
PFXNL,PhenixFIN Corporation 6.125% Senior Notes due 2023,United States,Finance,Investment Managers
PG,Procter & Gamble Company (The) Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
PGC,Peapack-Gladstone Financial Corporation Common Stock,United States,Finance,Commercial Banks
PGEN,Precigen Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PGNY,Progyny Inc. Common Stock,United States,Health Care,Managed Health Care
PGP,Pimco Global Stocksplus & Income Fund Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
PGR,Progressive Corporation (The) Common Stock,United States,Finance,Property-Casualty Insurers
PGRE,Paramount Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PGRW,Progress Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PGRWU,Progress Acquisition Corp. Units,United States,Industrials,Consumer Electronics/Appliances
PGRWW,Progress Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
PGTI,PGT Innovations Inc.,United States,Industrials,Building Products
PGYWW,Pagaya Technologies Ltd. Warrants,Israel,Finance,Business Services
PH,Parker-Hannifin Corporation Common Stock,United States,Industrials,Office Equipment/Supplies/Services
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PHAS,PhaseBio Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PHAT,Phathom Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PHCF,Puhui Wealth Investment Management Co. Ltd. Ordinary Shares,China,Finance,Investment Managers
PHD,Pioneer Floating Rate Fund Inc.,United States,Finance,Investment Managers
PHG,Koninklijke Philips N.V. NY Registry Shares,Netherlands,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PHI,PLDT Inc. Sponsored ADR,Philippines,Telecommunications,Telecommunications Equipment
PHIC,Population Health Investment Co. Inc. Class A Ordinary Share,United States,Finance,Business Services
PHICU,Population Health Investment Co. Inc. Unit,United States,Finance,Business Services
PHICW,Population Health Investment Co. Inc. Warrant,United States,Finance,Business Services
PHIO,Phio Pharmaceuticals Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PHK,Pimco High Income Fund Pimco High Income Fund,United States,Finance,Finance/Investors Services
PHR,Phreesia Inc. Common Stock,United States,Health Care,Managed Health Care
PHT,Pioneer High Income Fund Inc.,United States,Finance,Investment Managers
PHUN,Phunware Inc. Common Stock,Greece,Technology,EDP Services
PHUNW,Phunware Inc. Warrants,Greece,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PHX,PHX Minerals Inc. Common Stock,United States,Energy,Oil & Gas Production
PI,Impinj Inc. Common Stock,United States,Utilities,Telecommunications Equipment
PII,Polaris Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
PIK,Kidpik Corp. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
PIM,Putnam Master Intermediate Income Trust Common Stock,United States,Finance,Finance Companies
PINC,Premier Inc. Class A Common Stock,United States,Health Care,Managed Health Care
PINE,Alpine Income Property Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PING,Ping Identity Holding Corp. Common Stock,United States,Technology,EDP Services
PIPP,Pine Island Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PIPR,Piper Sandler Companies Common Stock,United States,Finance,Investment Bankers/Brokers/Service
PIRS,Pieris Pharmaceuticals Inc. Common Stock,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
PIXY,ShiftPixy Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
PJT,PJT Partners Inc. Class A Common Stock,United States,Finance,Investment Managers
PK,"Park Hotels & Resorts Inc. Common Stock ",United States,Real Estate,Real Estate Investment Trusts
PKBK,Parke Bancorp Inc. Common Stock,United States,Finance,Major Banks
PKG,Packaging Corporation of America Common Stock,United States,Basic Materials,Paper
PKI,PerkinElmer Inc. Common Stock,United States,Health Care,Medical Specialities
PKOH,Park-Ohio Holdings Corp. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),South Korea,Industrials,Steel/Iron Ore
PLAB,Photronics Inc. Common Stock,United States,Technology,Semiconductors
PLAY,Dave & Buster's Entertainment Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
PLBC,Plumas Bancorp,United States,Finance,Finance Companies
PLBY,PLBY Group Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
PLCE,Children's Place Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
PLD,Prologis Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PLL,Piedmont Lithium Inc. Common Stock,United States,Basic Materials,Other Metals and Minerals
PLMI,Plum Acquisition Corp. I Class A Ordinary Share,United States,Finance,Business Services
PLMIU,Plum Acquisition Corp. I Units,United States,Finance,Business Services
PLMIW,Plum Acquisition Corp. I Warrant,United States,Finance,Business Services
PLMR,Palomar Holdings Inc. Common stock,United States,Finance,Property-Casualty Insurers
PLNT,Planet Fitness Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
PLOW,Douglas Dynamics Inc. Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
PLPC,Preformed Line Products Company Common Stock,United States,Industrials,Telecommunications Equipment
PLRX,Pliant Therapeutics Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PLSE,Pulse Biosciences Inc Common Stock (DE),United States,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp. Common Stock,Israel,Technology,EDP Services
PLUG,Plug Power Inc. Common Stock,United States,Consumer Discretionary,Electrical Products
PLUR,Pluri Inc. Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLUS,ePlus inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLXP,PLx Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PLXS,Plexus Corp. Common Stock,United States,Technology,Electrical Products
PLYA,Playa Hotels & Resorts N.V. Ordinary Shares,Netherlands,Consumer Discretionary,Hotels/Resorts
PLYM,Plymouth Industrial REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
PM,Philip Morris International Inc Common Stock,United States,Consumer Discretionary,Farming/Seeds/Milling
PMCB,PharmaCyte  Biotech Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PMD,Psychemedics Corporation,United States,Health Care,Medical Specialities
PME,Pingtan Marine Enterprise Ltd.,China,Consumer Staples,Meat/Poultry/Fish
PMF,PIMCO Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
PMGM,Priveterra Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PMGMU,Priveterra Acquisition Corp. Units,United States,Industrials,Consumer Electronics/Appliances
PMGMW,Priveterra Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,United States,Finance,Investment Managers
PMM,Putnam Managed Municipal Income Trust Common Stock,United States,Finance,Investment Managers
PMO,Putnam Municipal Opportunities Trust Common Stock,United States,Finance,Finance Companies
PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,United States,Real Estate,Real Estate Investment Trusts
PMTS,CPI Card Group Inc. Common Stock,United States,Finance,Finance Companies
PMVC,PMV Consumer Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PMVP,PMV Pharmaceuticals Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PMX,PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
PNAC,Prime Number Acquisition I Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PNACU,Prime Number Acquisition I Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
PNACW,Prime Number Acquisition I Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
PNBK,Patriot National Bancorp Inc. Common Stock,United States,Finance,Major Banks
PNC,PNC Financial Services Group Inc. (The) Common Stock,United States,Finance,Major Banks
PNF,PIMCO New York Municipal Income Fund Common Stock,United States,Finance,Finance Companies
PNFP,Pinnacle Financial Partners Inc. Common Stock,United States,Finance,Major Banks
PNFPP,Pinnacle Financial Partners Inc. Depositary shares of Pinnacle Financial Partners Inc. each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
PNM,PNM Resources Inc. (Holding Co.) Common Stock,United States,Utilities,Electric Utilities: Central
PNNT,PennantPark Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
PNR,Pentair plc. Ordinary Share,Switzerland,Industrials,Fluid Controls
PNRG,PrimeEnergy Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
PNT,POINT Biopharma Global Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PNTG,"The Pennant Group Inc. Common Stock ",United States,Health Care,Hospital/Nursing Management
PNW,Pinnacle West Capital Corporation Common Stock,United States,Utilities,Electric Utilities: Central
POAI,Predictive Oncology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
PODD,Insulet Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
POET,POET Technologies Inc. Common Shares,Canada,Technology,Semiconductors
POL,Polished Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
POLA,Polar Power Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
PONO,Pono Capital Corp Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PONOU,Pono Capital Corp Unit,United States,Industrials,Consumer Electronics/Appliances
PONOW,Pono Capital Corp Warrant,United States,Industrials,Consumer Electronics/Appliances
POOL,Pool Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
POR,Portland General Electric Co Common Stock,United States,Utilities,Electric Utilities: Central
POSH,Poshmark Inc. Class A Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
POST,Post Holdings Inc. Common Stock,United States,Consumer Discretionary,Food Distributors
POW,Powered Brands Class A Ordinary Shares,United States,Finance,Business Services
POWI,Power Integrations Inc. Common Stock,United States,Technology,Semiconductors
POWL,Powell Industries Inc. Common Stock,United States,Energy,Electrical Products
POWRU,Powered Brands Units,United States,Finance,Business Services
POWRW,Powered Brands Warrants,United States,Finance,Business Services
POWW,AMMO Inc. Common Stock,United States,Industrials,Military/Government/Technical
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Industrials,Military/Government/Technical
PPBI,Pacific Premier Bancorp Inc,United States,Finance,Major Banks
PPBT,Purple Biotech Ltd. American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
PPC,Pilgrim's Pride Corporation Common Stock,United States,Consumer Staples,Meat/Poultry/Fish
PPG,PPG Industries Inc. Common Stock,United States,Consumer Discretionary,Paints/Coatings
PPHP,PHP Ventures Acquisition Corp. Class A Common Stock,Malaysia,Industrials,Consumer Electronics/Appliances
PPHPU,PHP Ventures Acquisition Corp. Units,Malaysia,Industrials,Consumer Electronics/Appliances
PPL,PPL Corporation Common Stock,United States,Utilities,Electric Utilities: Central
PPSI,Pioneer Power Solutions Inc. Common Stock,United States,Industrials,Electrical Products
PPT,Putnam Premier Income Trust Common Stock,United States,Finance,Finance Companies
PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PPYAU,Papaya Growth Opportunity Corp. I Unit,United States,Industrials,Consumer Electronics/Appliances
PPYAW,Papaya Growth Opportunity Corp. I Warrant,United States,Industrials,Consumer Electronics/Appliances
PRA,ProAssurance Corporation Common Stock,United States,Finance,Property-Casualty Insurers
PRAA,PRA Group Inc. Common Stock,United States,Finance,Advertising
PRAX,Praxis Precision Medicines Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRCH,Porch Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PRCT,PROCEPT BioRobotics Corporation Common Stock,United States,Health Care,Medical Specialities
PRDO,Perdoceo Education Corporation Common Stock,United States,Consumer Discretionary,Other Consumer Services
PRDS,Pardes Biosciences Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PRFT,Perficient Inc. Common Stock,United States,Technology,EDP Services
PRFX,PainReform Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
PRG,PROG Holdings Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
PRGO,Perrigo Company plc Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRGS,Progress Software Corporation Common Stock (DE),United States,Technology,Computer Software: Prepackaged Software
PRI,Primerica Inc. Common Stock,United States,Finance,Life Insurance
PRIM,Primoris Services Corporation Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
PRK,Park National Corporation Common Stock,United States,Finance,Major Banks
PRLB,Proto Labs Inc. Common stock,United States,Industrials,Office Equipment/Supplies/Services
PRLD,Prelude Therapeutics Incorporated Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PRMW,Primo Water Corporation Common Stock,Canada,Consumer Staples,Farming/Seeds/Milling
PRO,PROS Holdings Inc. Common Stock,United States,Technology,EDP Services
PROV,Provident Financial Holdings Inc. Common Stock,United States,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. Common Stock (DE),United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRPL,Purple Innovation Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
PRPO,Precipio Inc.  Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
PRS,Prudential Financial Inc. 5.625% Junior Subordinated Notes due 2058,United States,Finance,Investment Bankers/Brokers/Service
PRSO,Peraso Inc. Common Stock,United States,Technology,Semiconductors
PRSR,Prospector Capital Corp. Class A Ordinary Shares,United States,Finance,Business Services
PRSRU,Prospector Capital Corp. Unit,United States,Finance,Business Services
PRSRW,Prospector Capital Corp. Warrants,United States,Finance,Business Services
PRT,PermRock Royalty Trust Trust Units,United States,Energy,Oil & Gas Production
PRTA,Prothena Corporation plc Ordinary Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,PureTech Health plc American Depositary Shares,United States,Finance,Investment Managers
PRTG,Portage Biotech Inc. Common Stock,Canada,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTH,Priority Technology Holdings Inc. Common Stock,United States,Technology,EDP Services
PRTK,Paratek Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PRTS,CarParts.com Inc. Common Stock,United States,Consumer Discretionary,Auto & Home Supply Stores
PRTY,Party City Holdco Inc. Common Stock,United States,Miscellaneous,Diversified Commercial Services
PRU,Prudential Financial Inc. Common Stock,United States,Finance,Life Insurance
PRVA,Privia Health Group Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
PRVB,Provention Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PSA,Public Storage Common Stock,United States,Real Estate,Real Estate Investment Trusts
PSAG,Property Solutions Acquisition Corporation II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PSAGU,Property Solutions Acquisition Corporation II Units,United States,Industrials,Consumer Electronics/Appliances
PSAGW,Property Solutions Acquisition Corporation II Warrant,United States,Industrials,Consumer Electronics/Appliances
PSEC,Prospect Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
PSHG,Performance Shipping Inc. Common Shares,Greece,Consumer Discretionary,Marine Transportation
PSMT,PriceSmart Inc. Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
PSNL,Personalis Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),Sweden,Industrials,Consumer Electronics/Appliances
PSO,Pearson Plc Common Stock,United Kingdom,Consumer Discretionary,Books
PSTV,"PLUS THERAPEUTICS Inc. Common Stock ",United States,Health Care,Medical/Dental Instruments
PSTX,Poseida Therapeutics Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PSX,Phillips 66 Common Stock,United States,Energy,Integrated oil Companies
PT,Pintec Technology Holdings Limited American Depositary Shares,China,Technology,Computer Software: Programming Data Processing
PTC,PTC Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTE,PolarityTE Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PTEN,Patterson-UTI Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTIC,PropTech Investment Corporation II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PTICU,PropTech Investment Corporation II Unit,United States,Industrials,Consumer Electronics/Appliances
PTICW,PropTech Investment Corporation II Warrant,United States,Industrials,Consumer Electronics/Appliances
PTIX,Protagenic Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTIXW,Protagenic Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTLO,Portillo's Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
PTMN,Portman Ridge Finance Corporation Common Stock,United States,Finance,Finance/Investors Services
PTN,Palatin Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTNR,Partner Communications Company Ltd. American Depositary Shares,Israel,Telecommunications,Telecommunications Equipment
PTOC,Pine Technology Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
PTOCU,Pine Technology Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
PTOCW,Pine Technology Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
PTON,Peloton Interactive Inc. Class A Common Stock,United States,Consumer Discretionary,Other Consumer Services
PTPI,Petros Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PTR,PetroChina Company Limited Common Stock,China,Energy,Oil & Gas Production
PTRA,Proterra Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
PTRS,Partners Bancorp Common Stock,United States,Finance,Major Banks
PTSI,P.A.M. Transportation Services Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
PTVE,Pactiv Evergreen Inc. Common stock,United States,Consumer Discretionary,Containers/Packaging
PTWOU,Pono Capital Two Inc. Unit,United States,Industrials,Consumer Electronics/Appliances
PTY,Pimco Corporate & Income Opportunity Fund,United States,Finance,Investment Managers
PUBM,PubMatic Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
PUCK,Goal Acquisitions Corp. Common Stock,United States,Industrials,Consumer Electronics/Appliances
PUCKU,Goal Acquisitions Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
PUCKW,Goal Acquisitions Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
PUK,Prudential Public Limited Company Common Stock,United Kingdom,Finance,Life Insurance
PULM,Pulmatrix Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PUMP,ProPetro Holding Corp. Common Stock,United States,Energy,Oilfield Services/Equipment
PUYI,Puyi Inc. American Depository Shares,China,Finance,Investment Managers
PVBC,Provident Bancorp Inc. (MD) Common Stock,United States,Finance,Major Banks
PVL,"Permianville Royalty Trust Trust Units ",United States,Energy,Oil & Gas Production
PW,Power REIT (MD) Common Stock,United States,Real Estate,Real Estate Investment Trusts
PWFL,PowerFleet Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
PWOD,Penns Woods Bancorp Inc. Common Stock,United States,Finance,Major Banks
PWP,Perella Weinberg Partners Class A Common Stock,United States,Finance,Investment Bankers/Brokers/Service
PWPPW,Perella Weinberg Partners Warrant,United States,Finance,Investment Bankers/Brokers/Service
PWR,Quanta Services Inc. Common Stock,United States,Industrials,Engineering & Construction
PXD,Pioneer Natural Resources Company Common Stock,United States,Energy,Oil & Gas Production
PXLW,Pixelworks Inc.  Common Stock,United States,Technology,Semiconductors
PXMD,PaxMedica Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
PXS,Pyxis Tankers Inc. Common Stock,Greece,Consumer Discretionary,Marine Transportation
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,Greece,Consumer Discretionary,Marine Transportation
PXSAW,Pyxis Tankers Inc. Warrant,Greece,Consumer Discretionary,Marine Transportation
PYCR,Paycor HCM Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers
PYPD,PolyPid Ltd. Ordinary Shares,Israel,Health Care,Medical/Dental Instruments
PYPL,PayPal Holdings Inc. Common Stock,United States,Consumer Discretionary,Business Services
PYS,Merrill Lynch Depositor Inc PPlus Tr Ser RRD-1 Tr Ctf Cl A,United States,Finance,Trusts Except Educational Religious and Charitable
PYXS,Pyxis Oncology Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers
PZG,Paramount Gold Nevada Corp. Common Stock,United States,Basic Materials,Precious Metals
PZN,Pzena Investment Management Inc Class A Common Stock,United States,Finance,Investment Managers
PZZA,Papa John's International Inc. Common Stock,United States,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,United States,Technology,Computer peripheral equipment
QCRH,QCR Holdings Inc. Common Stock,United States,Finance,Major Banks
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Technology,Computer Software: Prepackaged Software
QDEL,QuidelOrtho Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
QFIN,360 DigiTech Inc. American Depositary Shares,China,Finance,Finance: Consumer Services
QGEN,"Qiagen N.V. Common Shares ",Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Quhuo Limited American Depository Shares,China,Consumer Discretionary,Business Services
QK,Q&K International Group Limited American Depositary Shares,China,Finance,Real Estate
QLGN,Qualigen Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLI,Qilian International Holding Group Ltd. Ordinary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Qualys Inc. Common Stock,United States,Technology,EDP Services
QMCO,Quantum Corporation Common Stock,United States,Technology,Electronic Components
QNCX,Quince Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments
QNST,QuinStreet Inc. Common Stock,United States,Consumer Discretionary,Advertising
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation Common Stock,United States,Consumer Discretionary,Building Products
QRTEA,"Qurate Retail Inc. Series A Common Stock ",United States,Consumer Discretionary,Catalog/Specialty Distribution
